Suspense Type,Company,Family Number,Policy Number,Group Number,Group Name,Division Number,Original Cycle Date,Suspense Account,Item Type,Item Status,Item Age,Deposit Amount,Withdrawal Amount,Remaining Deposit Balance,Description,Product LOB,Payment Method,Carrier Code,Processed User,Policy Status,Batch Number
Policy,Unum,F100033884,08D9430526,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,9.40,0.00,6.99,Internal transfer to policy 08D9430526 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033884,08D9430527,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.00,0.00,3.65,Internal transfer to policy 08D9430527 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033884,08D9430528,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.00,0.00,3.92,Internal transfer to policy 08D9430528 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100035702,08D9430554,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.34,0.00,2.29,Internal transfer to policy 08D9430554 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034869,08D9430594,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.47,0.00,3.24,Internal transfer to policy 08D9430594 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033059,08D9430756,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,9.66,0.00,4.09,Internal transfer to policy 08D9430756 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033059,08D9430757,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,9.66,0.00,4.06,Internal transfer to policy 08D9430757 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036491,08D9430836,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,19.07,0.00,1.97,Internal transfer to policy 08D9430836 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034495,08D9430861,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,14.78,0.00,1.90,Internal transfer to policy 08D9430861 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036068,08D9430886,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,14.08,0.00,2.54,Internal transfer to policy 08D9430886 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037385,08D9430906,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,14.01,0.00,13.55,Internal transfer to policy 08D9430906 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037385,08D9430907,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,2.31,Internal transfer to policy 08D9430907 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037385,08D9430908,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,2.25,Internal transfer to policy 08D9430908 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037385,08D9430909,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,2.29,Internal transfer to policy 08D9430909 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037385,08D9430910,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,2.24,Internal transfer to policy 08D9430910 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036272,08D9430972,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,22.71,0.00,3.12,Internal transfer to policy 08D9430972 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037205,08D9431017,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.00,0.00,4.00,Internal transfer to policy 08D9431017 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100035587,08D9431090,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,14.95,0.00,6.32,Internal transfer to policy 08D9431090 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100035587,08D9431091,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,14.95,0.00,6.33,Internal transfer to policy 08D9431091 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034366,08D9431100,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.67,0.00,0.96,Internal transfer to policy 08D9431100 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034366,08D9431101,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.66,0.00,0.74,Internal transfer to policy 08D9431101 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037643,08D9431141,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,31.98,0.00,31.51,Internal transfer to policy 08D9431141 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037643,08D9431142,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,22.84,0.00,2.04,Internal transfer to policy 08D9431142 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037643,08D9431143,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.66,0.00,8.56,Internal transfer to policy 08D9431143 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033322,08D9431154,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.38,0.00,7.48,Internal transfer to policy 08D9431154 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033322,08D9431155,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,17.43,0.00,5.50,Internal transfer to policy 08D9431155 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100035783,08D9431187,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.66,0.00,4.24,Internal transfer to policy 08D9431187 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037116,08D9431204,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.65,0.00,13.06,Internal transfer to policy 08D9431204 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037307,08D9431209,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,22.71,0.00,12.36,Internal transfer to policy 08D9431209 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037039,08D9431225,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.48,0.00,1.70,Internal transfer to policy 08D9431225 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036628,08D9431308,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,22.88,0.00,14.81,Internal transfer to policy 08D9431308 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036628,08D9431309,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.00,0.00,0.20,Internal transfer to policy 08D9431309 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100035510,08D9431331,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,14.78,0.00,8.87,Internal transfer to policy 08D9431331 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037142,08D9431337,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,36.44,0.00,9.08,Internal transfer to policy 08D9431337 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100032851,08D9431356,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.48,0.00,1.70,Internal transfer to policy 08D9431356 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034172,08D9431379,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,9.67,0.00,0.53,Internal transfer to policy 08D9431379 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034172,08D9431380,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,4.21,Internal transfer to policy 08D9431380 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100035477,08D9431450,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.34,0.00,3.38,Internal transfer to policy 08D9431450 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100035477,08D9431451,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,3.60,Internal transfer to policy 08D9431451 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036187,08D9431485,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,54.64,0.00,54.26,Internal transfer to policy 08D9431485 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037338,08D9431499,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.34,0.00,0.81,Internal transfer to policy 08D9431499 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037338,08D9431500,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.34,0.00,0.84,Internal transfer to policy 08D9431500 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100032881,08D9431578,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,4.26,Internal transfer to policy 08D9431578 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033537,08D9431603,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,22.71,0.00,21.93,Internal transfer to policy 08D9431603 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033537,08D9431605,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,12.99,0.00,1.73,Internal transfer to policy 08D9431605 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033537,08D9431606,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.00,0.00,1.75,Internal transfer to policy 08D9431606 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036800,08D9431626,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.63,0.00,1.92,Internal transfer to policy 08D9431626 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036800,08D9431627,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.73,0.00,2.68,Internal transfer to policy 08D9431627 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037290,08D9431666,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,59.14,0.00,0.74,Internal transfer to policy 08D9431666 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037295,08D9431722,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,14.26,0.00,3.76,Internal transfer to policy 08D9431722 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100035294,08D9431774,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,44.24,0.00,17.39,Internal transfer to policy 08D9431774 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034645,08D9431777,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.67,0.00,0.23,Internal transfer to policy 08D9431777 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036928,08D9431787,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.67,0.00,0.96,Internal transfer to policy 08D9431787 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036049,08D9431845,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,9.06,0.00,3.53,Internal transfer to policy 08D9431845 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036049,08D9431846,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,22.65,0.00,9.79,Internal transfer to policy 08D9431846 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036049,08D9431847,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.67,0.00,3.39,Internal transfer to policy 08D9431847 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036049,08D9431848,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.68,0.00,3.35,Internal transfer to policy 08D9431848 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036865,08D9431849,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,19.65,0.00,10.42,Internal transfer to policy 08D9431849 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036865,08D9431850,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,22.30,0.00,3.42,Internal transfer to policy 08D9431850 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037075,08D9431867,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,31.81,0.00,11.74,Internal transfer to policy 08D9431867 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037540,08D9431869,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.34,0.00,2.24,Internal transfer to policy 08D9431869 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037540,08D9431870,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,1.82,Internal transfer to policy 08D9431870 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037540,08D9431871,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,1.89,Internal transfer to policy 08D9431871 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037540,08D9431872,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,1.87,Internal transfer to policy 08D9431872 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037325,08D9431889,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,21.45,0.00,19.47,Internal transfer to policy 08D9431889 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034229,08D9431927,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,35.79,0.00,3.94,Internal transfer to policy 08D9431927 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034550,08D9431966,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,53.30,0.00,8.20,Internal transfer to policy 08D9431966 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036604,08D9431997,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.67,0.00,0.67,Internal transfer to policy 08D9431997 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036604,08D9431998,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.66,0.00,0.43,Internal transfer to policy 08D9431998 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033427,08D9432061,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,14.39,0.00,5.72,Internal transfer to policy 08D9432061 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036406,08D9432174,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,18.47,0.00,8.29,Internal transfer to policy 08D9432174 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036406,08D9432175,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,0.24,Internal transfer to policy 08D9432175 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036406,08D9432176,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,0.21,Internal transfer to policy 08D9432176 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036642,08D9432320,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.65,0.00,0.16,Internal transfer to policy 08D9432320 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034242,08D9432350,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,22.53,0.00,15.47,Internal transfer to policy 08D9432350 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100033375,08D9432420,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,27.62,0.00,11.12,Internal transfer to policy 08D9432420 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100037096,08D9432486,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,22.54,0.00,5.71,Internal transfer to policy 08D9432486 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034236,08D9432487,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.66,0.00,2.36,Internal transfer to policy 08D9432487 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034236,08D9432488,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.66,0.00,6.73,Internal transfer to policy 08D9432488 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034236,08D9432489,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.66,0.00,6.73,Internal transfer to policy 08D9432489 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036305,08D9432494,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,23.59,0.00,3.77,Internal transfer to policy 08D9432494 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100032970,08D9461177,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,43.11,0.00,1.88,Internal transfer to policy 08D9461177 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100032970,08D9461178,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,23.49,0.00,4.99,Internal transfer to policy 08D9461178 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100036367,08D9461179,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,18.07,0.00,1.59,Internal transfer to policy 08D9461179 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100035664,08D9461201,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.59,0.00,1.51,Internal transfer to policy 08D9461201 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100035664,08D9461202,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,4.33,0.00,3.89,Internal transfer to policy 08D9461202 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100034630,08D9483755,36326,MOHAWK INC,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.67,0.00,1.14,Internal transfer to policy 08D9483755 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100162804,08D9494193,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,29.32,0.00,19.64,Internal transfer to policy 08D9494193 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162399,08D9494194,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,20.36,0.00,13.39,Internal transfer to policy 08D9494194 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162748,08D9494197,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,38.12,0.00,19.77,Internal transfer to policy 08D9494197 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162748,08D9494198,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.00,0.00,4.05,Internal transfer to policy 08D9494198 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162838,08D9494207,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.30,0.00,10.69,Internal transfer to policy 08D9494207 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162838,08D9494208,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.01,0.00,11.58,Internal transfer to policy 08D9494208 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162838,08D9494209,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.00,0.00,7.57,Internal transfer to policy 08D9494209 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162521,08D9494211,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,16.00,0.00,0.09,Internal transfer to policy 08D9494211 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162431,08D9494225,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,26.74,0.00,18.12,Internal transfer to policy 08D9494225 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162431,08D9494226,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Active,60,12.01,0.00,12.01,Internal transfer to policy 08D9494226 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162668,08D9494233,34302,BASSETT FURNITURE,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.00,0.00,4.05,Internal transfer to policy 08D9494233 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162942,08D9494262,34302,BASSETT FURNITURE,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,63.30,0.00,8.56,Internal transfer to policy 08D9494262 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162693,08D9494321,34302,BASSETT FURNITURE,0003,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,25.80,0.00,15.69,Internal transfer to policy 08D9494321 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100036608,08D9494332,36326,MOHAWK INC,0000,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,13.00,0.00,0.87,Internal transfer to policy 08D9494332 suspense,P15204_L02,List Bill,10,Kathie Nunley (RB219),Active,G3796
Policy,Unum,F100162764,08D9496517,34302,BASSETT FURNITURE,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,33.07,0.00,12.34,Internal transfer to policy 08D9496517 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
Policy,Unum,F100162764,08D9496518,34302,BASSETT FURNITURE,0001,02/19/2026,ListBill,Internal Transfer to Policy,Partial Processed,60,8.68,0.00,8.50,Internal transfer to policy 08D9496518 suspense,P15204_L02,List Bill,10,Carolyn Short (#ADAECS),Active,G3795
